TradingDate,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM
2024-03-27,23520.0,64222.0,43386.0,42308.0,35500.0,98800.0,73073.0,33093.0,19329.0,27818.0,34909.0,21526.0,75400.0,50299.0,18100.0,29002.0,36571.0,53679.0,11015.0,19543.0,30057.0,30900.0,22087.0,15567.0,95800.0,42500.0,20088.0,47050.0,103000.0,64915.0,23562.0,64715.0,44047.0,42308.0,35500.0,98886.0,74347.0,33588.0,19609.0,28273.0,35228.0,21611.0,76100.0,50994.0,18100.0,29454.0,37052.0,53959.0,11110.0,19675.0,30057.0,31200.0,22402.0,15608.0,96200.0,42900.0,20213.0,47300.0,103100.0,65203.0,23184.0,63927.0,43386.0,41722.0,34800.0,97857.0,72891.0,32696.0,19169.0,27818.0,34591.0,21270.0,74100.0,48166.0,17600.0,28551.0,36186.0,53119.0,10967.0,19367.0,29589.0,30650.0,21869.0,15405.0,95600.0,42500.0,19881.0,46700.0,101000.0,64723.0,23478.0,64715.0,44047.0,41918.0,35000.0,98371.0,73892.0,33588.0,19449.0,28091.0,35091.0,21483.0,75000.0,48414.0,18000.0,28957.0,36619.0,53212.0,11015.0,19411.0,29901.0,31000.0,22402.0,15567.0,96200.0,42900.0,20213.0,47050.0,101700.0,65203.0,165959724999.999,29704650000.0,84883769999.9996,23562580000.0,177572030000.0,151372770000.0,68533190000.0,86152245000.0004,138198415000.0,751306000000.0,85876714999.9999,287105200000.0,457721000000.0,637922489999.996,782824000000.0,388015000000.0,48972565000.0,34389000000.0,141346779999.999,31625560000.0001,717087914999.994,466263495000.001,211462795000.0,115222535000.0,100350560000.0,321891825000.005,133858405000.0,197598565000.001,72192350000.0001,178474000000.0,5958200.0,456200.0,1607900.0,546900.0,5066600.0,1320200.0,847300.0,2580500.0,5709200.0,24329500.0,2235400.0,11404900.0,6073600.0,12737300.0,43775700.0,12115200.0,1294100.0,598300.0,12277600.0,1430400.0,18775000.0,15097000.0,4640100.0,6029000.0,1046200.0,7551900.0,5550600.0,4203100.0,707600.0,2637700.0
2024-03-28,23814.0,64321.0,43469.0,42308.0,35750.0,100430.0,73073.0,32746.0,19409.0,27773.0,34455.0,21696.0,76000.0,50597.0,17650.0,29002.0,36138.0,53399.0,11110.0,19543.0,30564.0,32000.0,23275.0,15486.0,95700.0,43300.0,20130.0,47600.0,103200.0,64915.0,24024.0,65010.0,44543.0,42553.0,35900.0,100687.0,73437.0,33291.0,19409.0,28046.0,35091.0,21866.0,77700.0,51788.0,18300.0,29454.0,36716.0,53679.0,11158.0,19543.0,30642.0,32000.0,23615.0,15811.0,96400.0,44050.0,20545.0,47950.0,103200.0,65586.0,23688.0,64124.0,43386.0,42211.0,35300.0,98886.0,72709.0,32696.0,19209.0,27682.0,34455.0,21441.0,75700.0,50002.0,17550.0,28912.0,36042.0,53119.0,11015.0,19323.0,30291.0,30800.0,23130.0,15405.0,95600.0,42600.0,19881.0,46900.0,101700.0,64819.0,23772.0,64715.0,43964.0,42308.0,35900.0,99401.0,73164.0,33241.0,19209.0,28046.0,34955.0,21823.0,76900.0,50399.0,18300.0,29364.0,36475.0,53679.0,11063.0,19411.0,30447.0,31200.0,23615.0,15730.0,96200.0,42800.0,20337.0,47050.0,103000.0,64915.0,352517595000.001,37966670000.0,71867139999.9998,16871960000.0,249766450000.001,327411760000.001,62106419999.9999,105888844999.999,130322214999.999,584382039999.986,79968690000.0,406524720000.0,478254840000.001,598631030000.004,806353765000.031,278672179999.999,47610524999.9998,61389739999.9995,162086429999.998,29627270000.0001,1029888185000.05,1003270200000.0,1455079024999.98,195159949999.999,118155380000.0,807486484999.971,194345275000.0,220766275000.001,65270419999.9999,303535449999.998,12423400.0,580100.0,1358700.0,389700.0,7031500.0,2803200.0,774800.0,3194600.0,5404000.0,19113700.0,2093300.0,15988900.0,6237000.0,11651700.0,45121500.0,8643400.0,1265700.0,1074300.0,14016400.0,1341100.0,26417300.0,31997700.0,30022800.0,10132800.0,1232800.0,18563500.0,8013000.0,4639100.0,635100.0,4470700.0
2024-03-29,23940.0,63927.0,43055.0,41771.0,35550.0,99915.0,72982.0,32845.0,19289.0,27500.0,34364.0,21611.0,74200.0,50696.0,17250.0,28776.0,35898.0,52932.0,10919.0,19455.0,30057.0,31600.0,23057.0,15486.0,94900.0,42850.0,20420.0,47650.0,103000.0,64819.0,24066.0,64518.0,43964.0,42406.0,35750.0,100516.0,73892.0,33390.0,19449.0,27818.0,34682.0,21738.0,76500.0,51589.0,17750.0,29093.0,36379.0,53585.0,11110.0,19499.0,30525.0,32600.0,23348.0,15567.0,95900.0,43700.0,20752.0,47900.0,103400.0,65586.0,23646.0,63927.0,42973.0,41673.0,35150.0,99486.0,72982.0,32597.0,19049.0,27500.0,34091.0,21398.0,74200.0,50399.0,17200.0,28551.0,35801.0,52932.0,10919.0,19323.0,30057.0,31600.0,23057.0,15405.0,94900.0,42850.0,19922.0,47300.0,102400.0,64723.0,23856.0,64419.0,43964.0,42406.0,35750.0,99829.0,73346.0,32696.0,19449.0,27818.0,34455.0,21738.0,76500.0,50597.0,17750.0,29002.0,36282.0,53585.0,11110.0,19323.0,30486.0,32250.0,23251.0,15567.0,95900.0,43400.0,20130.0,47850.0,103400.0,65586.0,383422000000.0,39768000000.0,93558540000.0001,22553470000.0,159204864999.999,156545000000.0,49677100000.0001,107693730000.001,154665420000.0,450194000000.0,110939240000.0,294590000000.0,622052000000.0,608255000000.0,818847000000.0,283585000000.0,41869000000.0,35207000000.0,206992624999.999,30255675000.0001,678416699999.98,1109574000000.0,305602000000.0,110130000000.0,76279329999.9998,331376949999.999,151474030000.0,168049104999.999,68391910000.0001,235866000000.0,13489800.0,610900.0,1788300.0,526100.0,4490100.0,1343500.0,616400.0,3228200.0,6435200.0,14821800.0,2925900.0,11652100.0,8324900.0,11812000.0,47108000.0,8913800.0,1118900.0,618700.0,18015800.0,1373400.0,17529500.0,34573900.0,6403800.0,5775400.0,801200.0,7686900.0,6179900.0,3524600.0,664100.0,3484600.0
2024-04-01,23898.0,63336.0,43055.0,41429.0,35000.0,100172.0,73346.0,32647.0,19209.0,27364.0,34546.0,21185.0,73400.0,50994.0,17450.0,29680.0,36042.0,53025.0,10967.0,19455.0,30291.0,31400.0,23009.0,15203.0,95200.0,42900.0,20171.0,47850.0,102700.0,64244.0,23940.0,64419.0,43551.0,41966.0,35400.0,100859.0,73437.0,33043.0,19329.0,27591.0,34728.0,21483.0,74900.0,52184.0,17750.0,29996.0,36379.0,53305.0,11015.0,19499.0,30603.0,31700.0,23130.0,15446.0,96000.0,43150.0,20420.0,48100.0,103100.0,64915.0,23604.0,63139.0,42725.0,41380.0,34750.0,98800.0,72618.0,32350.0,18929.0,27228.0,34137.0,21015.0,72600.0,50299.0,17300.0,28460.0,35753.0,52838.0,10871.0,19191.0,29549.0,31050.0,22718.0,15121.0,94700.0,42650.0,19881.0,47350.0,102000.0,64244.0,23688.0,64025.0,43138.0,41820.0,35400.0,99486.0,72982.0,32845.0,19289.0,27455.0,34364.0,21441.0,74400.0,50399.0,17450.0,28686.0,35849.0,52932.0,10967.0,19455.0,30057.0,31500.0,23057.0,15405.0,94900.0,42900.0,20254.0,47650.0,103100.0,64819.0,174917210000.001,46391679999.9999,70995869999.9996,11401820000.0,277202244999.998,229434960000.001,60025130000.0002,124210600000.0,143484055000.0,625218280000.023,179046419999.998,480700829999.992,566787019999.995,709973870000.007,657944649999.983,505872634999.996,25506645000.0,34113319999.9999,153189029999.999,30779195000.0,1193254029999.98,756091545000.0,404248375000.002,188289364999.999,116158360000.0,322239379999.994,142104900000.0,212765729999.999,73778970000.0001,335384900000.005,6174900.0,719500.0,1362900.0,268000.0,7918200.0,1974600.0,747700.0,3763000.0,6006100.0,20759400.0,4734000.0,19236200.0,7701100.0,13699100.0,37560800.0,15555900.0,682100.0,600200.0,13432900.0,1403100.0,31091500.0,24131300.0,8561000.0,10017500.0,1221000.0,7517900.0,5853200.0,4451800.0,719100.0,4988000.0
2024-04-02,23856.0,64419.0,42890.0,41429.0,35000.0,100344.0,75075.0,34926.0,19129.0,27637.0,34591.0,21100.0,74500.0,51192.0,17400.0,29770.0,36475.0,52652.0,10919.0,19411.0,30369.0,30200.0,23105.0,15284.0,94500.0,43150.0,20005.0,47800.0,103000.0,64531.0,23856.0,64419.0,43303.0,41429.0,35200.0,100344.0,75166.0,34926.0,19169.0,27637.0,34591.0,21100.0,75000.0,51192.0,17400.0,30267.0,36523.0,53119.0,10919.0,19455.0,30447.0,30950.0,23275.0,15284.0,95200.0,43150.0,20171.0,47900.0,103000.0,64627.0,23436.0,62745.0,42560.0,40940.0,34100.0,98972.0,72709.0,32449.0,18809.0,27091.0,34000.0,20590.0,73300.0,49555.0,17050.0,29273.0,35609.0,52558.0,10775.0,19103.0,29667.0,29600.0,22790.0,14838.0,93900.0,42200.0,19548.0,46500.0,101400.0,63956.0,23772.0,63434.0,42890.0,41429.0,34500.0,98972.0,73164.0,32498.0,18969.0,27182.0,34455.0,20930.0,73400.0,50597.0,17400.0,29635.0,36042.0,53119.0,10919.0,19191.0,29901.0,30500.0,23081.0,15121.0,95100.0,42700.0,19964.0,47000.0,101900.0,64244.0,292894560000.001,40107769999.9999,81817199999.9998,20451550000.0,241337145000.001,265370590000.0,141570450000.0,347793790000.004,136544310000.001,790278530000.007,159265234999.999,709354449999.985,277554930000.004,624335515000.004,412853694999.988,393460260000.001,55101480000.0,57969140000.0,242063490000.002,29510895000.0,814409640000.002,3164759709999.96,644120075000.005,191955030000.005,91823440000.0,586497114999.99,277593880000.0,228997824999.999,83428629999.9999,289695850000.004,10409700.0,624000.0,1576300.0,486000.0,6979000.0,2285800.0,1742200.0,10181700.0,5775100.0,26298400.0,4227900.0,28974400.0,3738600.0,12311500.0,23946800.0,11960800.0,1467500.0,1026300.0,21361600.0,1350000.0,21148300.0,105089800.0,13559100.0,10357500.0,969000.0,13758100.0,11610200.0,4818000.0,815100.0,4322900.0
2024-04-03,23520.0,63434.0,42146.0,41331.0,34050.0,98714.0,74438.0,33935.0,18729.0,27228.0,34319.0,20590.0,73400.0,49803.0,17200.0,29138.0,36186.0,52278.0,10775.0,19367.0,29706.0,30100.0,22693.0,15000.0,93800.0,43100.0,19548.0,47750.0,102200.0,63956.0,23856.0,64321.0,43221.0,41966.0,35000.0,100344.0,75894.0,34876.0,19129.0,27682.0,35182.0,21100.0,75400.0,50796.0,17700.0,29816.0,36667.0,52932.0,10919.0,19411.0,30603.0,30800.0,23251.0,15243.0,94800.0,43750.0,20005.0,47850.0,103200.0,64531.0,23436.0,63336.0,42146.0,41038.0,33900.0,98714.0,74438.0,33935.0,18689.0,27228.0,34273.0,20590.0,73200.0,49506.0,17200.0,28912.0,36090.0,52278.0,10727.0,19014.0,29667.0,30100.0,22693.0,14959.0,93800.0,42900.0,19507.0,47200.0,100900.0,63956.0,23688.0,64321.0,42973.0,41429.0,34900.0,99572.0,75075.0,34728.0,19089.0,27591.0,34591.0,21100.0,74500.0,50597.0,17550.0,29635.0,36571.0,52652.0,10919.0,19147.0,30291.0,30500.0,22984.0,15243.0,94400.0,43150.0,20005.0,47500.0,102600.0,64531.0,286720785000.0,31202159999.9999,77519339999.9998,11608880000.0,313187425000.002,295493379999.997,145059350000.0,135569830000.001,154966250000.001,648492120000.025,230538449999.998,552052420000.005,369351369999.997,724056070000.015,449405609999.981,378713679999.999,37007509999.9999,80751800000.0008,245351055000.001,45168529999.9999,993331464999.962,819135710000.017,415259365000.001,152346955000.004,124452850000.0,511902540000.007,208640049999.999,202998144999.998,88593700000.0002,337732389999.998,10199400.0,482600.0,1496500.0,273000.0,9109200.0,2549000.0,1761700.0,3897300.0,6572300.0,21489800.0,6061900.0,22559800.0,4986800.0,14384300.0,25744900.0,11617400.0,981900.0,1435600.0,21717300.0,2067000.0,25750600.0,26957600.0,8776700.0,8201800.0,1321100.0,11837400.0,8770800.0,4260400.0,871400.0,5046100.0
2024-04-04,23142.0,62548.0,42146.0,41136.0,33550.0,97771.0,74165.0,32795.0,18689.0,26909.0,33955.0,20249.0,73400.0,50299.0,17500.0,29364.0,35753.0,52745.0,10727.0,19367.0,29393.0,29700.0,22305.0,14919.0,96000.0,43000.0,19258.0,47850.0,102200.0,65394.0,23562.0,63434.0,42808.0,41624.0,34300.0,99315.0,74984.0,34084.0,19049.0,27318.0,34455.0,20632.0,74500.0,50299.0,17900.0,30041.0,36186.0,52838.0,10823.0,19455.0,29823.0,30200.0,22669.0,15040.0,96000.0,43200.0,19673.0,47950.0,103100.0,65586.0,23142.0,62548.0,42146.0,41038.0,33500.0,97771.0,73801.0,32795.0,18689.0,26864.0,33682.0,20249.0,73000.0,48613.0,17400.0,28280.0,35657.0,52465.0,10727.0,19147.0,29393.0,29650.0,22281.0,14838.0,94400.0,42750.0,19258.0,47250.0,102000.0,63956.0,23562.0,63434.0,42808.0,41380.0,34200.0,98629.0,74620.0,33836.0,18729.0,27228.0,33864.0,20590.0,73100.0,49605.0,17600.0,29002.0,36186.0,52465.0,10823.0,19411.0,29706.0,30100.0,22548.0,15000.0,94900.0,42800.0,19548.0,47250.0,102300.0,63956.0,310194939999.998,40521610000.0001,56227709999.9999,8406760000.00001,240153194999.998,270720510000.002,61463159999.9999,175472355000.0,143830295000.001,784187804999.958,117505245000.0,666727405000.024,274540950000.001,650159250000.006,833580865000.058,551191379999.999,35869310000.0,55956620000.0002,166865725000.0,30136335000.0,943970605000.031,904084834999.976,497810164999.994,209690939999.998,192834509999.997,415663989999.998,180625279999.999,197014350000.0,83226490000.0002,507622159999.992,11155900.0,635400.0,1093500.0,199200.0,7104500.0,2359500.0,751900.0,5221500.0,6108000.0,26371300.0,3137100.0,27793500.0,3739000.0,13048500.0,47239700.0,17130400.0,962700.0,991100.0,14842200.0,1371800.0,24883900.0,30271800.0,10756900.0,11405700.0,2022700.0,9666700.0,7718000.0,4122100.0,810000.0,7472800.0
2024-04-05,22806.0,61661.0,41485.0,40745.0,33200.0,97514.0,73619.0,31210.0,18689.0,26773.0,33182.0,19867.0,71900.0,50597.0,18300.0,29093.0,35753.0,52372.0,10679.0,19323.0,28730.0,29600.0,21917.0,14757.0,94900.0,42950.0,18843.0,47800.0,101900.0,65107.0,23016.0,62351.0,42064.0,41038.0,33600.0,98371.0,75712.0,32696.0,18969.0,27046.0,34000.0,20207.0,73200.0,51093.0,18700.0,29725.0,36619.0,52745.0,10727.0,19367.0,29120.0,29850.0,22257.0,14878.0,95600.0,43100.0,19133.0,47950.0,103000.0,65394.0,22764.0,61661.0,41485.0,40745.0,33100.0,96570.0,73164.0,31210.0,18569.0,26591.0,33137.0,19824.0,71900.0,49059.0,17200.0,28460.0,35609.0,52372.0,10632.0,19058.0,28730.0,29150.0,21893.0,14675.0,94200.0,42400.0,18760.0,47300.0,101300.0,64915.0,22932.0,62055.0,42064.0,40940.0,33200.0,96999.0,73710.0,32498.0,18649.0,26773.0,33637.0,20037.0,72800.0,49605.0,17450.0,28641.0,35609.0,52745.0,10679.0,19147.0,29003.0,29500.0,22063.0,14757.0,94800.0,42700.0,19009.0,47450.0,102200.0,65394.0,335088205000.0,44255840000.0,83513110000.0002,11482670000.0,328026940000.001,312859830000.002,113307970000.0,237376790000.0,147754095000.0,708261455000.006,150576260000.001,596975579999.986,406978490000.0,412282829999.996,1954719480000.12,378204749999.999,48772925000.0,53299880000.0,151814695000.0,30739220000.0,1157247494999.97,751110259999.986,551700194999.997,175699189999.999,73861530000.0002,576874974999.996,168690289999.999,161248419999.999,76497569999.9998,287814879999.994,12289500.0,703700.0,1654900.0,274700.0,9834200.0,2759000.0,1384300.0,7351500.0,6316400.0,24018800.0,4085300.0,25376700.0,5609400.0,8145300.0,107989000.0,11746800.0,1295500.0,947600.0,13620200.0,1408600.0,31244300.0,25456900.0,12129600.0,9629700.0,779200.0,13464400.0,7370900.0,3382700.0,750100.0,4233800.0
2024-04-08,22806.0,61070.0,41981.0,40599.0,33500.0,96570.0,72618.0,31408.0,19129.0,26909.0,32591.0,19994.0,71900.0,49605.0,18100.0,28776.0,35657.0,51625.0,10632.0,19279.0,28652.0,29000.0,22063.0,14797.0,94900.0,43000.0,18843.0,47700.0,101100.0,64244.0,22890.0,61760.0,42642.0,41038.0,34250.0,97514.0,73710.0,32102.0,19209.0,27091.0,33182.0,20249.0,72800.0,50597.0,18950.0,29183.0,36042.0,52465.0,10727.0,19323.0,28886.0,29450.0,22233.0,15081.0,95300.0,43100.0,18967.0,48000.0,102500.0,65203.0,22638.0,61070.0,41320.0,40501.0,32950.0,96570.0,72618.0,31012.0,18649.0,26637.0,32364.0,19696.0,71700.0,49407.0,18100.0,28641.0,35657.0,51625.0,10584.0,19014.0,28613.0,28950.0,21772.0,14675.0,94200.0,42400.0,18718.0,47350.0,100500.0,64148.0,22806.0,61661.0,41485.0,40745.0,33300.0,97514.0,73710.0,31309.0,18689.0,26773.0,33091.0,19909.0,72100.0,50597.0,18500.0,28912.0,35849.0,52465.0,10679.0,19147.0,28730.0,29300.0,21821.0,14757.0,94900.0,43050.0,18843.0,48000.0,102400.0,65203.0,186202259999.999,25390660000.0,45951540000.0001,13474265000.0,403633965000.002,220502719999.998,54371980000.0,115585950000.0,191493235000.001,493996219999.999,112562735000.001,579460374999.981,202583750000.001,304946934999.997,921330139999.944,229935745000.003,20122755000.0,58819190000.0003,141401700000.002,31496285000.0,446198624999.996,782650570000.001,452650999999.998,214631615000.003,81855710000.0,718594599999.994,190972234999.999,140501395000.0,81303229999.9999,246382680000.008,6869300.0,407800.0,904800.0,323700.0,12007900.0,1952000.0,675700.0,3618000.0,8077300.0,16708800.0,3132400.0,24714800.0,2804400.0,6085000.0,49680000.0,7193700.0,540400.0,1057800.0,12703600.0,1447900.0,12118300.0,26854100.0,9964400.0,11665800.0,864100.0,16737700.0,8400200.0,2948500.0,800800.0,3666000.0
2024-04-09,22932.0,60873.0,43551.0,40599.0,34250.0,96913.0,72709.0,32003.0,19169.0,27182.0,32728.0,20420.0,73500.0,52383.0,18100.0,29093.0,35753.0,51345.0,10727.0,19279.0,29276.0,29150.0,22208.0,15081.0,94300.0,43200.0,19133.0,47700.0,102200.0,64244.0,22932.0,60972.0,43551.0,40989.0,34250.0,97085.0,73255.0,32052.0,19249.0,27182.0,32819.0,20420.0,73500.0,52681.0,18250.0,29093.0,35946.0,51812.0,10775.0,19279.0,29276.0,29250.0,22208.0,15081.0,95400.0,43200.0,19175.0,47700.0,102400.0,64531.0,22722.0,60085.0,41981.0,40354.0,33550.0,96485.0,72345.0,31309.0,18969.0,26864.0,32137.0,19909.0,72200.0,49407.0,17800.0,28325.0,35464.0,51251.0,10584.0,19014.0,28652.0,28700.0,21917.0,14716.0,94200.0,42900.0,18801.0,47000.0,101100.0,64052.0,22806.0,60972.0,42229.0,40745.0,33900.0,96570.0,72800.0,31706.0,19129.0,26909.0,32591.0,19994.0,72400.0,49605.0,18200.0,28867.0,35657.0,51718.0,10679.0,19103.0,28808.0,29000.0,22063.0,14878.0,95000.0,43100.0,18843.0,47600.0,101100.0,64340.0,146042670000.0,29256729999.9999,90709780000.0002,12598000000.0,177804000000.0,161738000000.0,49841770000.0,64891239999.9999,138869000000.0,292479000000.0,122228355000.0,372876000000.0,300711000000.0,1012200000000.0,687555000000.0,258722000000.0,16206000000.0,56062929999.9998,133099000000.0,34900000000.0,491360000000.0,519782000000.0,245270000000.0,81718209999.9999,64896610000.0001,471252000000.0,133167394999.999,166089000000.0,81836640000.0004,168609000000.0,5371500.0,475200.0,1751000.0,302900.0,5238500.0,1432500.0,623600.0,2029700.0,5817400.0,9838000.0,3431300.0,15734800.0,4123400.0,19487100.0,38217900.0,8153500.0,437400.0,1017800.0,11963700.0,1600200.0,13235500.0,17950600.0,5384200.0,4445600.0,686800.0,10943800.0,5832900.0,3502300.0,804100.0,2516000.0
2024-04-10,22764.0,60381.0,42973.0,40599.0,33650.0,97600.0,72072.0,31359.0,19169.0,26955.0,32728.0,20249.0,72500.0,51589.0,17750.0,28551.0,35224.0,51625.0,10727.0,19367.0,28847.0,29100.0,22136.0,14878.0,94500.0,44200.0,19009.0,48500.0,102000.0,64052.0,23184.0,61366.0,43634.0,40892.0,34350.0,99143.0,73255.0,32201.0,19249.0,27364.0,33455.0,20717.0,73900.0,52780.0,18350.0,29273.0,35898.0,51812.0,10871.0,19367.0,29354.0,29450.0,22693.0,15121.0,94600.0,44650.0,19299.0,48650.0,102500.0,64531.0,22764.0,60282.0,42890.0,40550.0,33650.0,97171.0,72072.0,31309.0,18889.0,26955.0,32728.0,20249.0,72500.0,51292.0,17750.0,28505.0,35176.0,51438.0,10727.0,19058.0,28847.0,29100.0,22111.0,14878.0,94100.0,43450.0,19009.0,47650.0,101000.0,64052.0,23058.0,60873.0,43634.0,40599.0,34350.0,97342.0,72709.0,32151.0,19209.0,27228.0,32864.0,20675.0,73500.0,52482.0,18200.0,29093.0,35898.0,51625.0,10775.0,19279.0,29354.0,29300.0,22305.0,15121.0,94300.0,43550.0,19299.0,47700.0,102500.0,64340.0,140047415000.0,35811970000.0,62419650000.0,9697474999.99998,145990714999.999,204637120000.0,50830299999.9998,81568265000.0001,149081675000.0,333099964999.992,111550355000.0,508146525000.013,221260139999.999,531199960000.007,702510784999.998,244819954999.999,31750754999.9999,28890850000.0002,102401665000.001,43867269999.9999,317780470000.004,437374414999.997,357984594999.999,78927694999.9996,69549699999.9999,1075951765000.0,152277489999.998,249116669999.997,91805960000.0002,185287000000.002,5122000.0,580500.0,1193200.0,233000.0,4301500.0,1791100.0,637900.0,2554900.0,6265700.0,11134400.0,3062800.0,21078100.0,3030600.0,10159900.0,38896200.0,7672900.0,863300.0,522900.0,9097700.0,2010100.0,8525400.0,14930400.0,7754300.0,4267500.0,737400.0,24322200.0,6594200.0,5161600.0,902700.0,2765500.0
2024-04-11,22806.0,59396.0,43799.0,40501.0,33700.0,98543.0,71708.0,31607.0,19209.0,27182.0,32955.0,20207.0,71800.0,51887.0,17750.0,28551.0,34935.0,51718.0,10632.0,19411.0,29003.0,28850.0,21869.0,14878.0,94000.0,44150.0,19009.0,48300.0,101000.0,63860.0,22806.0,60085.0,44130.0,40599.0,33700.0,98972.0,72163.0,32003.0,19209.0,27409.0,33182.0,20292.0,72200.0,52383.0,17800.0,28867.0,35128.0,51905.0,10775.0,19411.0,29198.0,29100.0,22136.0,14878.0,94600.0,44250.0,19009.0,48550.0,102000.0,64148.0,22596.0,59396.0,42394.0,40305.0,33250.0,97171.0,71526.0,30863.0,18809.0,26773.0,32182.0,19909.0,71500.0,50796.0,17400.0,28099.0,34743.0,51345.0,10632.0,19103.0,28535.0,28750.0,21796.0,14675.0,93500.0,43750.0,18760.0,47750.0,100800.0,63764.0,22680.0,60085.0,42560.0,40599.0,33300.0,97342.0,71799.0,30913.0,18969.0,26773.0,32182.0,19994.0,71900.0,50796.0,17500.0,28144.0,35128.0,51438.0,10679.0,19103.0,28535.0,28900.0,21845.0,14675.0,94000.0,44250.0,18926.0,48250.0,101500.0,63956.0,304862000000.0,41425170000.0002,120004240000.0,7182895000.00006,139830695000.0,177683000000.0,50943350000.0,86096000000.0,133833000000.0,575754484999.996,99115444999.9996,213552000000.0,257089190000.0,363180079999.999,575571000000.0,274840000000.0,30009505000.0,27293200000.0002,137996000000.0,44179044999.9999,440400909999.993,302885520000.001,514678000000.0,124986890000.0,73115379999.9998,641712000000.0,104628000000.0,164159000000.0,95855710000.0003,196493140000.004,11286500.0,684300.0,2276400.0,173600.0,4179700.0,1549400.0,645500.0,2722100.0,5637400.0,19246200.0,2746100.0,9011600.0,3576900.0,6968900.0,32731800.0,8739000.0,826600.0,493900.0,12380200.0,2017000.0,11888000.0,10462800.0,11371200.0,6870000.0,778000.0,14565300.0,4585700.0,3397900.0,947400.0,2947700.0
